N,P,K,temperature,humidity,ph,rainfall,label
10,5,42,20.016004,90.904102,7.07911,112.475094,pomegranate
10,5,42,20.241049,91.087068,6.887006,109.253773,pomegranate
12,5,42,19.673792,90.051658,6.891776,108.989384,pomegranate
18,28,41,22.163385,92.560998,7.161684,104.865064,pomegranate
20,28,41,20.554851,93.308242,5.703502,110.565391,pomegranate
40,28,41,24.468869,89.001771,7.094033,108.484689,pomegranate
3,27,41,24.536184,87.975589,7.199504,102.518476,pomegranate
17,27,41,21.98783,92.089728,7.048976,104.638334,pomegranate
18,27,41,22.365094,92.308824,7.175344,104.821633,pomegranate
20,27,41,20.513435,92.516759,5.700089,110.576402,pomegranate
25,27,41,19.200904,94.276596,6.923509,108.042356,pomegranate
24,26,41,19.936789,94.81926,7.172225,107.559474,pomegranate
5,25,41,24.64997,94.292034,6.304188,105.669432,pomegranate
9,25,41,24.815301,85.560832,6.728599,109.285342,pomegranate
9,25,41,24.815301,91.90843,5.972715,109.285342,pomegranate
36,25,41,24.908214,93.645266,7.020259,104.67546,pomegranate
17,24,41,19.848368,90.689997,6.617405,103.990214,pomegranate
27,24,41,24.327701,90.882928,6.610251,110.460646,pomegranate
36,24,41,24.944676,94.257027,7.00918,103.879935,pomegranate
22,23,41,18.867943,90.330857,6.981007,102.931904,pomegranate
29,22,41,24.525311,90.049454,6.104198,110.787933,pomegranate
4,21,41,24.389052,93.818448,6.468014,104.576778,pomegranate
15,21,41,19.008707,88.837681,6.568934,102.801328,pomegranate
18,21,41,22.365094,92.308824,7.175344,104.821633,pomegranate
23,21,41,21.023945,86.354068,6.993658,108.849847,pomegranate
29,21,41,23.158819,92.839938,6.734123,105.906041,pomegranate
33,21,41,20.09901,91.061201,6.791584,110.696438,pomegranate
35,21,41,19.016325,88.736533,6.687281,109.23852,pomegranate
3,20,41,24.511484,94.056989,6.517724,102.64675,pomegranate
4,20,41,24.266013,93.797406,6.537043,104.537511,pomegranate
4,19,41,23.857395,85.129122,6.167055,110.688603,pomegranate
4,19,41,24.147433,87.057595,6.325587,110.419965,pomegranate
4,19,41,24.454437,93.10333,6.479865,107.216837,pomegranate
6,19,41,23.446009,94.128647,6.354367,104.025307,pomegranate
40,18,41,24.377668,85.401712,5.782707,106.128338,pomegranate
5,15,41,18.262332,90.882928,6.610251,110.460646,pomegranate
16,15,41,19.113864,90.840132,6.796281,108.613289,pomegranate
4,14,41,19.851393,89.807323,6.430163,102.818636,pomegranate
33,14,41,23.690782,93.426012,5.973483,107.679309,pomegranate
16,10,41,24.774645,85.636087,6.738994,105.759581,pomegranate
16,10,41,23.92944,85.129122,6.776494,104.224393,pomegranate
21,9,41,24.962732,94.160576,6.135667,106.607292,pomegranate
40,9,41,23.202426,91.194427,5.782707,109.094632,pomegranate
40,9,41,24.377668,85.401712,5.782707,106.128338,pomegranate
9,8,41,22.549964,90.907316,6.601202,112.475094,pomegranate
11,8,41,20.665452,90.432817,6.749069,110.812523,pomegranate
19,8,41,24.838387,87.859825,6.944738,106.608442,pomegranate
20,7,41,22.349655,89.22187,6.406829,106.713192,pomegranate
15,6,41,19.008707,88.837681,6.897368,108.679398,pomegranate
21,6,41,24.352228,89.282567,7.064019,108.836924,pomegranate
21,6,41,24.832823,90.810705,7.087424,108.076377,pomegranate
21,6,41,24.882445,89.396862,7.086948,107.195171,pomegranate
10,5,41,20.7654,88.968073,7.120663,110.716466,pomegranate
6,30,40,22.770356,91.454985,6.361374,106.96592,pomegranate
6,30,40,24.839544,91.454985,6.034613,106.96592,pomegranate
6,30,40,22.770356,94.950314,6.828522,104.027706,pomegranate
7,30,40,22.571722,91.471971,6.352595,106.955772,pomegranate
12,29,40,19.682912,89.75273,6.594037,111.281855,pomegranate
12,29,40,19.682912,91.340396,6.594037,111.281855,pomegranate
12,29,40,19.824179,89.975682,6.556159,110.754325,pomegranate
12,29,40,19.682912,92.933869,6.594037,106.977723,pomegranate
11,28,40,21.358846,90.456654,6.39115,110.629912,pomegranate
29,27,40,22.445813,89.90147,6.738016,109.3906,pomegranate
3,26,40,24.962732,91.915425,6.951355,103.397791,pomegranate
5,26,40,24.446796,90.735723,7.074682,102.518476,pomegranate
1,25,40,24.584163,91.787197,5.954269,112.475094,pomegranate
14,25,40,18.474124,89.689197,7.130838,103.708406,pomegranate
14,25,40,20.073865,90.978197,6.407872,103.708406,pomegranate
14,25,40,19.446231,90.978197,5.627186,103.708406,pomegranate
2,24,40,24.676894,91.967155,5.70512,108.736786,pomegranate
5,24,40,24.692258,93.870301,6.297908,104.673545,pomegranate
5,24,40,24.894944,93.876576,6.291661,102.552477,pomegranate
38,24,40,24.285294,93.67236,6.418274,108.791068,pomegranate
37,23,40,24.962732,94.998975,7.199504,102.518476,pomegranate
20,22,40,23.031014,89.446614,6.268466,105.20733,pomegranate
29,22,40,23.626002,92.405014,6.145104,109.416919,pomegranate
29,22,40,23.626002,89.732667,6.145104,107.683687,pomegranate
33,22,40,18.538704,88.522526,6.3962,109.678494,pomegranate
36,22,40,24.62946,94.35741,6.778211,106.389822,pomegranate
11,21,40,19.922052,85.787836,6.033592,111.42758,pomegranate
20,20,40,23.234995,89.858653,6.156795,104.29668,pomegranate
39,19,40,19.724832,87.713202,5.793737,110.288,pomegranate
4,18,40,22.918432,90.978197,6.407872,103.708406,pomegranate
25,18,40,19.300277,87.643544,6.687419,110.907016,pomegranate
25,18,40,18.610215,86.695932,6.61113,108.893655,pomegranate
26,18,40,20.207411,88.294236,6.48085,110.292052,pomegranate
13,17,40,19.682912,92.650589,6.594037,106.278467,pomegranate
25,17,40,18.912512,87.749385,6.608024,111.280052,pomegranate
9,16,40,18.422191,91.412378,5.882418,106.601564,pomegranate
24,15,40,18.886327,87.314381,6.623988,112.475094,pomegranate
4,14,40,20.227955,89.804258,6.312026,102.894129,pomegranate
4,9,40,19.851393,89.807323,6.430163,105.620995,pomegranate
15,9,40,24.81855,85.507301,6.476719,105.473079,pomegranate
18,9,40,19.446231,89.02127,5.627186,106.160683,pomegranate
21,9,40,24.511477,90.644987,5.956402,105.620995,pomegranate
40,9,40,24.406702,85.129122,5.747285,108.244906,pomegranate
9,8,40,22.327665,90.132863,6.612624,112.475094,pomegranate
9,8,40,22.487201,89.922488,6.55351,111.663158,pomegranate
9,8,40,23.409815,93.13277,6.55351,105.224074,pomegranate
28,6,40,22.404494,91.736556,6.689329,110.212682,pomegranate
28,6,40,22.106214,91.340396,6.769856,106.87048,pomegranate
8,5,40,20.400143,92.69112,6.922857,108.792083,pomegranate
10,5,40,20.407391,93.430327,6.958598,111.754253,pomegranate
15,30,39,21.096922,92.467846,6.282327,106.731169,pomegranate
19,28,39,20.423432,93.115544,5.700276,111.766671,pomegranate
8,27,39,19.911183,94.385466,6.830742,104.540899,pomegranate
0,26,39,22.172171,88.945505,6.714001,112.475094,pomegranate
3,26,39,24.456125,91.825808,6.895418,103.854266,pomegranate
3,26,39,24.395686,91.302515,7.048352,103.64457,pomegranate
3,26,39,24.38319,91.194316,7.079973,103.601211,pomegranate
22,26,39,22.434967,86.61935,6.728232,110.31088,pomegranate
3,25,39,24.750632,91.455838,7.092993,102.773937,pomegranate
29,25,39,24.712505,91.805251,6.541848,109.828189,pomegranate
12,24,39,19.787296,89.568836,6.62945,104.364106,pomegranate
13,24,39,23.653741,93.326575,6.431266,106.868564,pomegranate
13,24,39,20.21711,90.753733,6.438292,104.204682,pomegranate
39,24,39,23.653741,93.326575,6.431266,109.807618,pomegranate
9,22,39,19.409298,86.562934,7.050137,105.114714,pomegranate
21,22,39,22.24539,89.987606,6.144897,104.633567,pomegranate
29,22,39,24.386296,91.526145,6.353623,109.262149,pomegranate
37,22,39,23.626002,94.511066,6.424671,110.231663,pomegranate
38,22,39,23.848505,93.794309,6.428661,109.975066,pomegranate
5,21,39,22.561479,89.747457,6.09481,112.475094,pomegranate
29,21,39,23.16406,91.275671,6.555783,108.767416,pomegranate
30,21,39,22.8257,92.408037,7.072381,109.791695,pomegranate
12,20,39,19.861736,86.197409,6.026999,111.021793,pomegranate
14,20,39,19.785108,85.47079,6.023255,109.152197,pomegranate
21,20,39,19.861736,89.396862,7.086948,111.021793,pomegranate
25,19,39,18.945509,88.208091,6.614081,112.475094,pomegranate
36,18,39,23.906292,94.301556,6.523167,110.210151,pomegranate
37,18,39,24.146963,94.511066,6.424671,110.231663,pomegranate
18,17,39,22.365094,92.308824,7.175344,104.821633,pomegranate
19,17,39,24.724856,85.560832,6.728599,111.278758,pomegranate
9,16,39,18.411644,91.119272,6.101199,105.183498,pomegranate
18,10,39,23.798793,91.695056,6.303752,107.564227,pomegranate
11,9,39,22.699435,90.83675,6.579054,110.911381,pomegranate
21,9,39,24.242887,91.025616,5.940708,106.383135,pomegranate
16,8,39,18.920752,89.112918,6.963368,109.153079,pomegranate
8,7,39,22.387088,89.355493,6.584691,112.428983,pomegranate
17,7,39,19.226991,88.871204,5.639398,104.430031,pomegranate
39,30,38,20.126449,87.596296,6.965157,108.065579,pomegranate
39,30,38,20.479091,85.129122,7.000549,104.794839,pomegranate
10,29,38,19.974167,90.364422,6.606652,109.045249,pomegranate
12,29,38,23.22594,94.429714,6.594037,111.281855,pomegranate
8,28,38,23.22594,94.429714,6.844402,105.691786,pomegranate
0,27,38,18.474124,89.90147,7.130838,109.3906,pomegranate
0,27,38,22.445813,89.90147,6.738016,109.3906,pomegranate
0,27,38,20.073865,90.978197,6.738016,103.708406,pomegranate
22,26,38,22.920523,85.129122,6.988035,110.243784,pomegranate
22,26,38,20.241049,85.129122,6.887006,110.243784,pomegranate
22,26,38,23.047035,85.822207,7.199504,107.800546,pomegranate
1,25,38,23.723553,90.949465,6.245367,110.948705,pomegranate
2,25,38,24.043734,91.212075,6.121918,111.33914,pomegranate
22,25,38,22.811754,86.369845,6.79281,108.66267,pomegranate
31,25,38,24.962732,92.405014,6.497367,109.416919,pomegranate
2,24,38,24.559816,91.635362,5.922936,111.968462,pomegranate
2,24,38,24.404773,91.508197,5.982714,111.779399,pomegranate
8,23,38,24.7374,93.967561,6.286221,105.922861,pomegranate
8,23,38,19.301063,87.177517,7.005411,105.476659,pomegranate
8,23,38,19.237886,87.204982,6.980916,105.115501,pomegranate
22,23,38,22.920523,85.129122,6.1844,110.243784,pomegranate
38,23,38,23.415331,92.888872,6.428313,109.607316,pomegranate
5,22,38,18.262332,87.951581,5.70938,108.075673,pomegranate
18,22,38,23.220701,94.622592,6.38613,112.400565,pomegranate
27,22,38,24.421748,90.841667,6.618317,109.135374,pomegranate
30,22,38,24.302499,91.401436,6.08535,106.207389,pomegranate
5,21,38,22.43378,90.339656,6.107055,112.459697,pomegranate
5,21,38,22.43378,90.339656,5.885638,112.459697,pomegranate
5,21,38,22.636625,90.463279,6.089488,112.412828,pomegranate
21,21,38,22.552606,89.325949,6.327674,104.895564,pomegranate
21,21,38,24.632287,89.325949,6.327674,104.895564,pomegranate
21,21,38,22.552606,91.617936,6.277149,104.895564,pomegranate
30,20,38,22.598902,93.163439,7.058223,110.09329,pomegranate
38,19,38,23.926255,91.930815,6.222349,111.538292,pomegranate
20,18,38,24.678426,85.422466,6.785273,112.475094,pomegranate
6,16,38,18.391567,89.494053,5.727322,108.947103,pomegranate
5,15,38,18.240325,87.633264,5.70432,108.371662,pomegranate
5,15,38,18.262332,88.167791,5.70938,108.075673,pomegranate
6,15,38,18.310761,89.12509,5.836465,107.13761,pomegranate
10,15,38,18.537756,91.885345,6.103761,106.554819,pomegranate
30,15,38,20.904118,90.128116,5.753884,103.973766,pomegranate
15,12,38,22.867445,94.059469,6.644958,109.139462,pomegranate
4,11,38,22.062983,89.438539,5.631834,103.869199,pomegranate
14,11,38,23.188812,92.706631,6.561949,109.167979,pomegranate
15,11,38,23.128082,92.683284,6.630646,109.393016,pomegranate
34,10,38,22.545581,86.169505,6.275491,111.352159,pomegranate
17,9,38,19.135626,88.214108,5.667618,106.953973,pomegranate
10,7,38,22.555476,89.820953,6.565322,112.475094,pomegranate
17,7,38,24.744104,87.587125,5.886949,105.143526,pomegranate
13,30,37,20.864749,91.617936,6.277149,106.868564,pomegranate
36,30,37,20.435672,85.378076,6.947351,108.17485,pomegranate
8,28,37,23.884048,86.206138,6.082572,108.312179,pomegranate
8,28,37,23.884048,86.206138,6.034613,108.312179,pomegranate
37,28,37,24.146963,86.206138,6.424671,110.231663,pomegranate
0,27,37,23.045185,91.894835,6.875887,112.157111,pomegranate
0,27,37,22.375517,90.046724,6.774082,106.752285,pomegranate
4,27,37,20.513435,85.40695,5.700089,110.576402,pomegranate
8,27,37,21.968084,86.655538,6.353867,106.135798,pomegranate
40,26,37,18.855181,94.998975,5.612367,105.269382,pomegranate
8,25,37,19.586839,92.041751,6.696068,103.090165,pomegranate
10,25,37,19.95442,93.93318,6.720807,103.945943,pomegranate
38,25,37,20.583665,94.792513,5.968897,106.572265,pomegranate
8,24,37,20.704757,94.998975,6.563725,102.518476,pomegranate
30,24,37,24.948278,93.28422,6.527094,111.726453,pomegranate
5,23,37,18.474124,89.689197,7.130838,108.475851,pomegranate
18,22,37,23.487694,94.622562,6.349568,110.394978,pomegranate
18,22,37,23.483472,93.462132,6.308697,109.613589,pomegranate
4,21,37,22.474062,89.042185,6.124865,111.357617,pomegranate
5,21,37,21.852469,93.366139,5.916811,112.475094,pomegranate
36,21,37,20.336911,86.355902,5.782436,110.965314,pomegranate
38,20,37,20.137395,88.836708,5.825841,110.744533,pomegranate
4,18,37,22.918432,85.40695,7.131475,106.281771,pomegranate
6,18,37,19.656901,89.93701,5.93765,108.045893,pomegranate
9,18,37,18.411644,89.93701,6.101199,108.045893,pomegranate
32,18,37,24.146963,88.485679,6.424671,104.684324,pomegranate
5,15,37,18.967594,89.469428,5.651288,104.59153,pomegranate
6,14,37,22.461162,90.320744,5.610941,102.518476,pomegranate
32,14,37,22.730313,88.485679,6.825256,104.684324,pomegranate
32,14,37,23.608094,89.022451,7.083743,102.518476,pomegranate
35,14,37,22.227562,91.828236,6.734577,103.578133,pomegranate
36,14,37,22.089752,92.744472,6.709721,103.274913,pomegranate
38,14,37,21.837372,94.422433,6.6642,102.719605,pomegranate
38,14,37,21.805231,94.636129,6.658403,102.648885,pomegranate
5,13,37,22.343757,89.787034,5.648244,103.318307,pomegranate
5,13,37,22.265713,89.78767,5.672728,103.302661,pomegranate
5,13,37,22.268521,90.399688,5.771131,102.518476,pomegranate
33,9,37,23.416051,85.185919,6.142279,112.475094,pomegranate
35,7,37,19.86659,85.129122,5.79712,108.458147,pomegranate
36,7,37,19.867118,86.355902,5.782436,108.316886,pomegranate
36,7,37,19.567288,86.005987,5.747455,106.236457,pomegranate
15,6,37,23.729302,86.027671,5.787671,105.073297,pomegranate
0,5,37,24.473161,90.403109,6.186199,105.442712,pomegranate
40,30,36,21.02678,91.285184,6.296283,103.416571,pomegranate
1,28,36,23.587989,92.262899,5.69506,105.243172,pomegranate
0,27,36,22.532477,89.451687,6.774861,107.332458,pomegranate
1,27,36,23.755021,92.826364,5.842908,105.65101,pomegranate
1,27,36,23.985988,93.342366,5.684995,104.991282,pomegranate
9,27,36,23.104799,94.992614,6.842429,105.694516,pomegranate
39,27,36,19.757263,93.314598,5.869293,106.248795,pomegranate
8,26,36,18.783596,87.402477,6.804781,102.518476,pomegranate
8,25,36,23.884048,86.206138,5.567805,108.312179,pomegranate
8,25,36,19.913305,94.950314,6.828522,104.027706,pomegranate
39,25,36,18.90223,94.998975,5.567805,107.610321,pomegranate
39,24,36,19.292653,93.469881,5.64225,108.523323,pomegranate
8,22,36,19.546151,89.855948,7.081067,102.518476,pomegranate
20,21,36,22.247229,90.263912,6.327946,106.796466,pomegranate
6,19,36,19.811126,89.61375,5.988363,109.270756,pomegranate
9,16,36,23.77989,92.933869,5.893332,106.977723,pomegranate
9,16,36,23.69782,92.754039,5.879326,106.7686,pomegranate
29,16,36,19.810694,88.929443,5.740338,102.860084,pomegranate
5,14,36,22.44233,89.761945,5.634965,102.518476,pomegranate
32,14,36,21.834443,85.830886,7.074342,106.895984,pomegranate
37,14,36,21.607259,94.998975,6.58811,106.07306,pomegranate
30,13,36,19.577276,88.468573,5.754694,102.518476,pomegranate
37,11,36,24.781886,85.255073,6.779968,108.773905,pomegranate
37,11,36,24.247796,85.560333,6.710143,106.921603,pomegranate
8,9,36,22.812264,94.429714,6.276039,110.443229,pomegranate
33,9,36,22.923045,86.896104,6.293341,110.14623,pomegranate
34,9,36,22.812264,86.342338,6.276039,110.443229,pomegranate
34,9,36,22.856546,86.315729,6.262084,110.32117,pomegranate
8,7,36,18.202304,91.122822,6.804781,109.662397,pomegranate
0,5,36,24.351938,90.886124,6.152907,105.529185,pomegranate
14,5,36,24.926391,85.190981,5.832526,104.76938,pomegranate
13,30,35,21.103196,91.531577,6.28797,104.563447,pomegranate
40,30,35,20.892733,91.07777,6.269664,104.440708,pomegranate
7,28,35,18.726244,88.426398,6.810741,102.518476,pomegranate
12,28,35,20.821134,91.357186,6.268494,103.555866,pomegranate
8,27,35,18.601593,85.300824,7.061226,102.660333,pomegranate
2,26,35,24.010804,93.620086,5.719943,106.185684,pomegranate
9,26,35,18.856232,87.095409,6.765346,102.518476,pomegranate
31,25,35,18.685108,87.892044,5.999373,107.945259,pomegranate
32,25,35,18.099032,85.707863,5.892914,107.005098,pomegranate
7,23,35,19.750885,88.716912,7.054314,102.553804,pomegranate
5,22,35,19.734195,87.741555,7.035572,102.518476,pomegranate
7,22,35,19.83094,88.697005,7.063145,103.10176,pomegranate
8,22,35,19.621178,87.693267,7.057424,103.309922,pomegranate
18,21,35,23.44033,93.902874,6.408486,111.153795,pomegranate
18,21,35,23.280123,94.943305,6.368561,111.13821,pomegranate
38,21,35,20.589723,88.951627,5.814559,111.019749,pomegranate
38,21,35,20.336911,89.380038,5.841367,110.965314,pomegranate
39,21,35,20.171525,89.31502,5.822133,110.17041,pomegranate
39,20,35,20.260328,89.780175,5.840088,110.911472,pomegranate
11,18,35,21.579369,94.882677,5.938529,102.859338,pomegranate
31,15,35,22.964136,89.357282,6.797831,106.474328,pomegranate
0,5,35,24.272475,88.045728,6.395896,102.704123,pomegranate
65,60,45,21.389158,80.968231,5.665293,227.659536,rice
83,58,45,24.172988,83.728757,5.58337,257.034355,rice
83,58,45,25.755286,83.518271,5.875346,245.66268,rice
83,58,45,23.058049,83.518271,5.875346,245.66268,rice
61,57,45,23.562678,81.812013,7.587102,256.971984,rice
84,57,45,25.752004,83.578493,5.92064,243.591795,rice
81,56,45,26.092101,80.122675,5.092271,286.17307,rice
60,55,45,21.408658,83.329319,5.935745,287.576694,rice
60,55,45,21.151499,82.047329,5.798072,280.051635,rice
85,55,45,24.247398,80.514681,7.820233,263.165011,rice
88,55,45,24.635449,80.41363,7.730368,253.720278,rice
87,54,45,24.566679,80.122675,7.734261,251.418243,rice
85,52,45,26.313555,82.36699,7.224286,265.535594,rice
88,52,45,25.811481,81.813728,7.041639,265.962631,rice
60,50,45,20.711398,84.969072,6.211006,241.865638,rice
60,49,45,20.693076,84.554499,6.229257,243.000413,rice
60,49,45,20.700881,83.710558,6.21626,239.718855,rice
66,49,45,26.929951,83.470793,7.591863,273.746687,rice
60,45,45,21.065803,83.876948,7.40071,298.560118,rice
64,45,45,25.589032,83.259365,5.501692,210.017036,rice
61,44,45,21.028032,82.996156,7.431327,295.810852,rice
85,38,45,26.313555,82.788371,6.249051,276.655246,rice
91,36,45,24.443455,82.454326,5.950648,267.976195,rice
92,36,45,24.468267,82.829409,5.972341,266.368627,rice
97,36,45,22.228698,81.858729,6.939084,278.079179,rice
60,35,45,23.609057,82.62048,5.298587,220.745808,rice
69,58,44,26.800796,80.886848,5.01214,284.436457,rice
78,58,44,26.800796,80.886848,5.108682,284.436457,rice
81,58,44,23.675754,81.035693,5.177823,233.703498,rice
62,57,44,21.424651,83.287038,5.899776,287.206867,rice
60,56,44,22.820033,84.065236,7.83987,268.729446,rice
60,55,44,21.209278,83.548851,5.926465,287.157656,rice
60,55,44,21.666283,82.320763,7.840207,263.964248,rice
60,55,44,23.004459,82.320763,7.840207,263.964248,rice
60,55,44,22.683191,83.463583,6.604993,263.964248,rice
88,54,44,25.735429,83.882662,6.149411,233.132137,rice
88,54,44,25.753222,83.744193,6.146716,232.109873,rice
93,53,44,26.611912,81.041449,5.393762,265.42706,rice
84,50,44,25.48592,81.406335,5.935344,182.654936,rice
60,49,44,20.775761,84.497744,6.244841,240.081065,rice
67,47,44,26.730724,81.785968,7.868475,280.404439,rice
67,47,44,26.528728,81.785968,7.868475,280.404439,rice
67,47,44,26.730724,80.525861,6.134287,280.404439,rice
88,47,44,26.730724,83.882662,6.149411,233.132137,rice
65,46,44,25.082118,82.122615,7.737935,285.599536,rice
85,46,44,22.056603,83.953318,6.848997,199.868124,rice
62,45,44,24.931525,84.796416,5.576438,214.074453,rice
60,43,44,21.019447,82.952217,7.416245,298.401847,rice
75,41,44,24.958215,83.656636,5.069602,232.348952,rice
78,41,44,26.800796,80.886848,6.738652,284.436457,rice
60,40,44,20.786978,83.194667,7.429111,296.596972,rice
90,36,44,25.418253,80.122675,6.0187,260.996779,rice
99,36,44,22.848588,82.16664,7.173121,287.347522,rice
61,35,44,23.755324,84.969072,5.095627,221.63779,rice
78,35,44,26.543481,84.673536,5.950648,267.976195,rice
78,35,44,26.543481,84.673536,7.072656,183.622266,rice
65,60,43,21.971994,81.899182,5.658169,227.363701,rice
65,59,43,22.152285,81.625617,6.031693,214.576298,rice
97,59,43,26.359272,84.044036,6.2865,271.358614,rice
68,57,43,26.088679,80.379799,5.706943,182.90435,rice
93,57,43,23.274135,80.252632,7.364796,201.518494,rice
60,56,43,23.099092,81.86035,7.863008,264.011812,rice
88,55,43,25.741473,83.675902,6.242463,234.343677,rice
99,55,43,21.723831,83.117135,5.070176,277.962619,rice
89,54,43,25.551789,83.455099,6.135964,233.570998,rice
90,54,43,24.337889,83.629519,6.039101,235.396308,rice
97,54,43,26.520303,84.969072,5.794097,185.637074,rice
61,53,43,26.403232,81.056355,6.349606,223.367188,rice
79,52,43,22.930655,80.122675,5.005307,242.461113,rice
60,50,43,20.805245,82.195292,6.442086,246.464254,rice
76,49,43,24.961521,84.669262,5.221191,195.885835,rice
88,47,43,24.376382,84.653646,7.256871,250.997068,rice
65,46,43,25.944419,83.910358,5.342061,211.944629,rice
91,46,43,23.679668,81.580967,7.537992,251.568415,rice
64,45,43,25.629801,83.528423,5.534878,209.900198,rice
64,45,43,25.629801,83.528423,6.94802,209.586971,rice
67,45,43,26.455576,84.088172,7.868475,279.120283,rice
60,44,43,24.766992,82.161168,5.764151,221.460992,rice
61,44,43,20.635408,81.596789,7.421039,289.661707,rice
89,44,43,21.671018,82.643697,6.547742,199.131357,rice
62,43,43,21.019718,82.71587,7.403642,297.569199,rice
65,42,43,21.971994,81.899182,6.502985,202.935536,rice
86,42,43,20.879744,82.11124,6.502985,243.512041,rice
90,42,43,20.879744,82.002744,6.502985,202.935536,rice
82,41,43,21.699944,82.747591,6.067317,232.835796,rice
83,41,43,21.052536,82.678395,6.254028,233.107582,rice
76,40,43,25.157455,83.117135,5.070176,231.384316,rice
78,38,43,24.482311,84.013953,7.156008,187.056743,rice
60,36,43,23.431219,83.063101,5.286204,219.904835,rice
96,36,43,22.346617,81.98763,6.935935,281.005775,rice
61,35,43,23.468431,83.214737,5.285236,220.382693,rice
73,35,43,21.716091,80.122675,6.796905,204.581823,rice
78,35,43,26.929951,81.914898,7.23074,182.561632,rice
79,35,43,26.913958,82.692709,7.077757,182.561632,rice
65,60,42,21.127627,81.375225,6.151793,209.010318,rice
96,59,42,25.558944,84.006336,6.376494,272.499259,rice
85,58,42,21.696988,80.122675,7.048975,228.997212,rice
85,57,42,21.675198,80.122675,7.019459,226.399879,rice
93,56,42,23.75187,82.152318,7.31334,195.233768,rice
93,56,42,23.85724,82.22573,7.382763,195.094831,rice
94,55,42,26.680493,82.600261,5.916969,192.974811,rice
95,55,42,26.795339,82.148087,5.950661,193.347399,rice
63,54,42,25.470158,81.636544,6.345687,222.733843,rice
67,53,42,25.295703,83.150645,7.830151,250.242061,rice
81,53,42,23.675754,81.035693,5.177823,233.703498,rice
98,53,42,20.267076,80.728864,5.014507,202.383832,rice
65,52,42,24.363589,80.494646,7.868475,259.574198,rice
75,51,42,20.619247,83.940567,5.772787,267.002774,rice
76,50,42,25.08316,83.777695,5.159139,197.395429,rice
98,50,42,24.591463,81.094962,7.077805,258.146079,rice
66,49,42,23.402041,81.050337,6.074492,263.431101,rice
76,49,42,24.958779,84.479634,5.206373,196.956001,rice
76,49,42,24.958779,84.479634,5.206373,196.956001,rice
85,49,42,24.6207,81.212623,6.040798,183.246018,rice
98,49,42,24.493739,80.445042,7.074837,259.006793,rice
63,47,42,25.430747,83.639175,5.944978,208.345809,rice
76,47,42,20.083696,83.291147,5.739175,263.637218,rice
76,47,42,20.087105,83.167474,5.877738,263.569753,rice
76,47,42,20.175569,83.252217,5.79342,263.54168,rice
83,47,42,20.083696,80.145093,6.903986,200.834898,rice
88,46,42,22.683191,83.463583,6.604993,194.265172,rice
88,46,42,22.389379,82.62898,6.591941,191.080687,rice
89,46,42,24.158237,82.220286,7.455932,251.804163,rice
89,46,42,23.82047,84.545511,7.28185,247.910492,rice
90,46,42,23.978982,81.450616,7.502834,250.083234,rice
62,45,42,24.895689,83.879009,5.754965,265.688426,rice
77,45,42,20.102082,82.624086,6.486548,263.27333,rice
91,45,42,23.985347,81.618265,7.499263,248.545033,rice
64,44,42,23.353005,80.832589,5.42843,249.784978,rice
78,44,42,21.767555,83.183459,7.030116,192.885784,rice
63,43,42,24.308449,84.935584,5.559906,254.78644,rice
78,43,42,21.323763,83.535216,7.283737,192.319754,rice
78,43,42,21.323763,83.003205,7.283737,192.319754,rice
79,43,42,20.490099,80.918757,7.613462,263.63523,rice
78,42,42,20.130175,81.604873,7.628473,262.71734,rice
78,41,42,20.784722,83.927933,7.638248,257.213005,rice
84,41,42,21.485129,82.865806,6.443558,234.365889,rice
74,40,42,25.03857,83.222095,5.11067,229.727807,rice
90,40,42,21.591168,81.615912,6.617205,203.747412,rice
60,39,42,23.552206,83.804989,5.273193,221.028724,rice
74,39,42,25.117189,82.096921,5.080744,232.676061,rice
86,38,42,22.05743,82.733368,6.199917,275.226189,rice
69,37,42,23.058049,83.370118,7.073454,251.055,rice
62,36,42,23.523573,82.498019,5.29015,220.111603,rice
70,36,42,21.841069,80.728864,6.94621,202.383832,rice
93,36,42,20.615214,80.728864,6.94621,279.545172,rice
95,36,42,22.006226,82.378852,6.314136,199.356737,rice
78,35,42,23.978982,84.673536,7.072656,250.083234,rice
78,35,42,26.585645,84.969072,7.092183,185.648133,rice
88,35,42,23.85724,82.22573,7.382763,195.094831,rice
66,59,41,22.386598,82.274731,5.882723,225.325583,rice
67,59,41,21.947667,80.973842,6.012633,213.356092,rice
83,58,41,21.643132,81.184598,7.06548,225.799793,rice
85,58,41,21.770462,80.319644,7.038096,226.655537,rice
86,58,41,21.526687,81.193252,7.061125,224.977046,rice
96,58,41,24.502311,80.122675,7.204459,189.009694,rice
98,58,41,26.469194,83.25283,6.196489,271.618409,rice
73,57,41,21.44654,84.94376,5.824709,272.20172,rice
94,56,41,26.453443,82.571455,5.781717,267.577643,rice
73,55,41,21.58621,82.93315,5.963525,262.12522,rice
92,55,41,23.693126,82.058884,7.241458,195.399107,rice
95,55,41,26.929951,83.303925,5.956684,192.854525,rice
74,54,41,25.655535,80.523891,7.120273,217.378858,rice
66,53,41,25.075635,80.523891,7.778915,257.003887,rice
93,53,41,26.889792,81.233637,7.127787,289.375836,rice
93,53,41,20.178781,82.648885,5.705269,239.588644,rice
60,52,41,26.527494,80.899676,6.364223,221.828126,rice
